order_id,order_date,customer_id,product_id,category,quantity,unit_price,region,total_sales
47,2024-01-27,162,431,Fashion,3,300.86,South,902.58
48,2024-11-04,2705,283,Home,1,305.05,East,305.05
49,2024-12-02,267,133,Electronics,5,243.4,North,1217.0
50,2024-04-19,1191,226,Sports,1,478.79,South,478.79
51,2024-10-24,2721,125,Sports,5,434.56,South,2172.8
52,2024-01-16,79,154,Electronics,2,94.4,East,188.8
53,2024-03-05,1621,191,Fashion,1,14.88,South,14.88
54,2024-07-15,1745,102,Electronics,3,150.02,West,450.06000000000006
55,2024-01-26,1188,346,Electronics,5,63.12,South,315.59999999999997
56,2024-08-14,1253,442,Sports,5,368.46,South,1842.3
57,2024-10-09,1428,443,Sports,3,253.29500000000002,North,759.885
58,2024-06-02,228,76,Home,1,412.58,South,412.58
59,2024-04-14,1776,27,Fashion,4,460.97,South,1843.88
60,2024-01-23,2990,227,Fashion,1,392.46,West,392.46
61,2024-09-22,1499,216,Sports,3,411.9,East,1235.6999999999998
62,2024-07-14,1115,361,Home,3,189.32,West,567.96
63,2024-05-06,840,474,Home,3,158.9,East,476.70000000000005
64,2024-10-06,2061,203,Fashion,3,481.86,North,1445.58
65,2024-12-22,1630,89,Fashion,4,477.08,East,1908.32
66,2024-06-04,2401,233,Fashion,1,255.56,South,255.56
67,2024-11-09,1823,145,Fashion,5,303.69,South,1518.45
68,2024-03-24,415,221,Fashion,5,366.64,South,1833.1999999999998
69,2024-06-15,2151,489,Home,1,16.84,North,16.84
70,2024-05-16,1903,252,Electronics,1,65.08,South,65.08
71,2024-10-15,875,392,Sports,3,102.84,South,308.52
72,2024-09-23,567,289,Home,1,244.36,South,244.36
73,2024-10-06,2600,92,Home,1,31.9,North,31.9
74,2024-05-23,1568,448,Electronics,1,437.78,West,437.78
75,2024-08-27,1748,265,Sports,5,231.67,West,1158.35
76,2024-03-28,2235,344,Electronics,1,10.86,West,10.86
77,2024-10-08,2097,203,Home,3,274.51,East,823.53
78,2024-08-31,2543,296,Fashion,2,464.73,South,929.46
79,2024-12-14,1817,144,Home,5,296.11,South,1480.5500000000002
80,2024-03-15,1563,353,Electronics,4,77.58,East,310.32
81,2024-07-09,1931,97,Electronics,3,110.97,North,332.90999999999997
82,2024-10-29,103,69,Fashion,2,487.27,South,974.54
83,2024-08-04,2249,303,Fashion,3,279.87,East,839.61
84,2024-05-31,2334,313,Home,4,382.42,East,1529.68
85,2024-07-02,1073,48,Sports,1,382.49,East,382.49
86,2024-11-17,2521,425,Sports,2,341.27,East,682.54
87,2024-11-29,894,308,Fashion,5,233.03,South,1165.15
88,2024-09-16,920,295,Electronics,5,440.69,South,2203.45
89,2024-09-10,2662,169,Sports,4,19.04,East,76.16
90,2024-09-19,1890,455,Home,5,452.02,South,2260.1
91,2024-02-22,315,45,Electronics,5,449.13,West,2245.65
92,2024-01-03,2354,283,Sports,4,416.65,East,1666.6
93,2024-03-17,917,489,Fashion,1,89.71,North,89.71
94,2024-05-29,1159,327,Sports,1,334.54,East,334.54
95,2024-07-22,171,428,Home,3,111.63,North,334.89
96,2024-09-20,2007,211,Sports,5,225.34,East,1126.7
97,2024-03-18,2278,6,Fashion,2,486.7,East,973.4
98,2024-07-19,1442,480,Fashion,5,204.06,East,1020.3
99,2024-03-16,1810,441,Electronics,2,357.07,East,714.14
100,2024-11-28,2905,29,Sports,2,33.34,North,66.68
101,2024-02-13,2923,438,Fashion,5,496.74,North,2483.7
102,2024-01-21,2590,434,Electronics,2,116.24,West,232.48
103,2024-01-31,2133,79,Home,3,330.82,South,992.46
104,2024-02-06,1527,479,Electronics,5,396.61,West,1983.0500000000002
105,2024-12-25,1147,167,Electronics,2,232.57,South,465.14
106,2024-09-20,101,402,Sports,2,30.42,North,60.84
107,2024-10-28,581,166,Home,1,309.42,West,309.42
108,2024-02-27,195,259,Electronics,2,129.03,South,258.06
109,2024-08-28,379,298,Sports,1,148.5,South,148.5
110,2024-07-29,1551,420,Fashion,2,235.67,South,471.34
111,2024-04-06,1048,156,Electronics,4,289.78,West,1159.12
112,2024-09-26,2013,173,Sports,2,435.26,West,870.52
113,2024-01-11,1136,193,Electronics,2,319.17,East,638.34
114,2024-10-06,948,402,Home,3,287.27,South,861.81
115,2024-12-03,2753,415,Sports,4,286.64,South,1146.56
116,2024-06-01,1845,72,Sports,4,210.48,East,841.92
117,2024-07-21,555,436,Home,1,60.45,West,60.45
118,2024-05-28,2995,472,Fashion,3,155.65,East,466.95000000000005
119,2024-05-20,151,23,Electronics,2,277.71,North,555.42
120,2024-07-12,1584,424,Home,5,164.32,North,821.5999999999999
121,2024-04-04,37,354,Home,3,383.77,North,1151.31
122,2024-03-01,2049,289,Electronics,3,233.9,East,701.7
123,2024-06-01,782,436,Home,2,49.42,West,98.84
124,2024-12-04,1720,423,Sports,5,65.81,North,329.05
125,2024-12-19,1722,115,Home,2,52.73,East,105.46
126,2024-05-10,2694,235,Sports,3,322.27,South,966.81
127,2024-08-08,1007,120,Home,1,17.82,East,17.82
128,2024-04-13,1773,288,Home,2,243.01,South,486.02
129,2024-12-20,2672,498,Fashion,4,457.62,North,1830.48
130,2024-09-23,2123,421,Sports,1,345.67,South,345.67
131,2024-07-01,2880,284,Fashion,5,204.13,East,1020.65
132,2024-12-18,99,457,Sports,1,65.16,North,65.16
133,2024-12-04,1103,480,Electronics,2,471.68,South,943.36
134,2024-07-17,2192,182,Electronics,5,324.54,West,1622.7
135,2024-07-13,2719,182,Fashion,1,167.64,South,167.64
136,2024-11-23,2163,98,Fashion,1,344.69,North,344.69
137,2024-06-25,352,274,Fashion,2,454.46,North,908.92
138,2024-02-24,2434,169,Sports,2,210.89,West,421.78
139,2024-01-16,830,22,Electronics,3,424.7,West,1274.1
140,2024-06-19,536,466,Electronics,1,262.16,South,262.16
141,2024-01-21,1186,51,Home,3,428.37,West,1285.1100000000001
142,2024-04-28,365,326,Electronics,3,72.97,North,218.91
143,2024-10-05,2646,201,Electronics,4,49.35,East,197.4
144,2024-04-24,99,264,Fashion,5,380.35,East,1901.75
145,2024-04-07,200,474,Home,4,164.71,South,658.84
146,2024-06-30,2149,196,Electronics,1,78.18,West,78.18
147,2024-12-06,1443,387,Electronics,3,110.45,East,331.35
148,2024-01-11,2507,248,Home,5,395.32,South,1976.6
149,2024-04-06,2558,342,Sports,1,369.05,West,369.05
150,2024-07-02,1405,382,Home,4,360.8,East,1443.2
151,2024-11-13,82,384,Fashion,4,260.07,East,1040.28
152,2024-02-26,304,207,Electronics,2,199.18,South,398.36
153,2024-08-05,2397,208,Electronics,3,185.84,South,557.52
154,2024-08-19,1693,175,Sports,3,225.95,South,677.8499999999999
155,2024-04-06,1988,43,Sports,1,222.3,West,222.3
156,2024-01-26,659,389,Sports,1,334.99,North,334.99
157,2024-05-21,1674,374,Sports,3,128.36,West,385.08000000000004
158,2024-07-31,26,360,Fashion,5,491.9,East,2459.5
159,2024-04-26,2223,498,Sports,2,36.75,North,73.5
160,2024-10-26,2671,70,Electronics,4,223.28,North,893.12
161,2024-05-14,165,484,Sports,3,195.43,North,586.29
162,2024-07-24,1034,327,Home,4,449.99,East,1799.96
163,2024-07-03,1861,11,Fashion,4,307.7,West,1230.8
164,2024-01-25,465,377,Electronics,4,115.58,North,462.32
165,2024-05-17,127,387,Fashion,5,172.27,South,861.35
166,2024-07-18,1855,38,Fashion,5,192.21,East,961.0500000000001
167,2024-11-05,980,96,Electronics,1,473.63,South,473.63
168,2024-11-21,1407,465,Home,3,339.28,West,1017.8399999999999
169,2024-12-23,399,326,Fashion,5,399.26,West,1996.3
170,2024-09-05,1382,92,Fashion,1,253.98,North,253.98
171,2024-01-22,1844,344,Electronics,5,253.29500000000002,East,1266.4750000000001
172,2024-10-23,2861,406,Home,5,123.56,South,617.8
173,2024-03-18,2063,204,Home,5,304.36,West,1521.8000000000002
174,2024-08-07,2128,479,Electronics,4,341.19,North,1364.76
175,2024-06-26,2753,97,Sports,5,489.74,West,2448.7
176,2024-10-30,917,92,Home,4,318.39,South,1273.56
177,2024-02-15,808,411,Home,3,79.03,West,237.09
178,2024-12-09,2502,438,Sports,4,445.57,East,1782.28
179,2024-05-24,153,245,Electronics,3,445.18,North,1335.54
180,2024-08-22,2502,57,Sports,4,362.57,West,1450.28
181,2024-02-15,1270,442,Fashion,4,184.96,West,739.84
182,2024-11-18,2496,497,Sports,1,92.25,West,92.25
183,2024-10-29,1746,268,Fashion,1,355.15,East,355.15
184,2024-03-04,2936,72,Sports,3,115.98,East,347.94
185,2024-11-27,1643,78,Electronics,4,141.9,South,567.6
186,2024-02-05,2145,294,Fashion,3,398.59,South,1195.77
187,2024-02-03,2664,348,Home,3,297.55,North,892.6500000000001
188,2024-05-10,953,372,Sports,5,458.84,South,2294.2
189,2024-03-24,393,288,Home,1,478.12,North,478.12
190,2024-02-18,2205,470,Fashion,4,134.82,East,539.28
191,2024-11-06,2418,318,Electronics,2,431.64,North,863.28
192,2024-10-15,1380,442,Home,1,196.15,North,196.15
193,2024-09-10,1900,61,Fashion,5,149.91,North,749.55
194,2024-06-05,2434,107,Home,5,42.79,South,213.95
195,2024-02-25,618,466,Sports,1,291.26,West,291.26
196,2024-07-29,871,278,Electronics,5,297.7,East,1488.5
197,2024-10-14,2119,494,Fashion,2,52.94,West,105.88
198,2024-01-29,2219,160,Electronics,5,456.83,West,2284.15
199,2024-08-10,2638,445,Home,1,373.88,South,373.88
200,2024-11-26,2180,106,Sports,1,253.29500000000002,East,253.29500000000002
201,2024-05-16,2824,5,Home,4,348.19,South,1392.76
202,2024-04-19,137,66,Home,2,419.55,North,839.1
203,2024-04-09,417,47,Electronics,2,193.23,East,386.46
204,2024-02-02,1730,266,Electronics,2,129.9,West,259.8
205,2024-01-09,1158,45,Fashion,5,66.77,West,333.84999999999997
206,2024-03-25,172,329,Sports,3,33.08,North,99.24
207,2024-02-20,2027,448,Home,4,227.07,East,908.28
208,2024-03-20,1714,165,Fashion,3,126.32,South,378.96
209,2024-06-18,2780,390,Home,4,28.39,East,113.56
210,2024-11-16,1422,293,Home,3,138.16,North,414.48
211,2024-04-18,305,83,Sports,3,498.1,South,1494.3000000000002
212,2024-07-30,81,219,Home,5,464.01,South,2320.05
213,2024-01-25,2928,444,Sports,5,40.56,West,202.8
214,2024-04-23,97,289,Home,2,165.0,East,330.0
215,2024-10-03,1905,214,Electronics,2,196.31,North,392.62
216,2024-02-14,2320,267,Fashion,2,93.62,West,187.24
217,2024-09-28,69,104,Home,3,386.97,North,1160.91
218,2024-06-07,598,166,Fashion,5,146.54,West,732.6999999999999
219,2024-10-02,979,491,Electronics,3,483.41,East,1450.23
220,2024-09-08,2262,33,Electronics,1,109.21,West,109.21
221,2024-06-03,843,168,Sports,1,131.23,West,131.23
222,2024-08-23,32,253,Home,5,205.52,North,1027.6000000000001
223,2024-03-27,266,192,Fashion,4,498.47,South,1993.88
224,2024-08-15,2848,162,Sports,5,168.97,West,844.85
225,2024-02-23,1216,246,Fashion,1,107.48,North,107.48
226,2024-08-31,412,214,Sports,3,206.0,South,618.0
227,2024-10-17,2672,393,Fashion,5,238.88,South,1194.4
228,2024-04-10,2503,271,Electronics,5,18.7,East,93.5
229,2024-08-16,190,357,Fashion,4,325.46,East,1301.84
230,2024-10-15,2510,287,Sports,3,90.29,South,270.87
231,2024-10-07,2916,276,Sports,3,13.33,South,39.99
232,2024-07-30,2251,324,Home,4,117.03,South,468.12
233,2024-08-17,463,28,Home,1,279.09,South,279.09
234,2024-04-04,581,63,Electronics,5,406.04,North,2030.2
235,2024-06-15,324,146,Sports,2,143.04,North,286.08
236,2024-06-24,2287,278,Home,1,307.7,West,307.7
237,2024-08-19,747,236,Sports,5,171.39,East,856.9499999999999
238,2024-03-20,371,249,Electronics,4,349.7,East,1398.8
239,2024-03-04,2492,305,Electronics,1,235.0,East,235.0
240,2024-03-28,380,202,Electronics,1,124.09,East,124.09
241,2024-10-25,1081,387,Fashion,2,190.98,East,381.96
242,2024-07-21,1591,265,Fashion,2,48.27,South,96.54
243,2024-07-13,2778,257,Sports,2,437.9,North,875.8
244,2024-08-04,2162,173,Home,1,13.22,North,13.22
245,2024-08-14,866,458,Fashion,4,151.22,North,604.88
246,2024-06-07,1547,376,Home,5,96.55,North,482.75
247,2024-05-25,1146,88,Sports,5,111.76,North,558.8000000000001
248,2024-11-20,1294,187,Fashion,5,86.43,North,432.15000000000003
249,2024-11-16,2098,185,Home,4,293.53,South,1174.12
250,2024-07-07,2030,414,Fashion,4,370.2,South,1480.8
251,2024-07-25,2103,33,Electronics,2,426.19,North,852.38
252,2024-05-25,590,180,Fashion,5,181.2,South,906.0
253,2024-06-16,2851,173,Fashion,4,300.41,North,1201.64
254,2024-06-12,2056,391,Sports,1,28.75,East,28.75
255,2024-06-05,2309,42,Fashion,3,68.32,East,204.95999999999998
256,2024-05-30,1976,278,Electronics,5,237.14,West,1185.6999999999998
257,2024-10-21,1066,351,Home,1,439.44,South,439.44
258,2024-06-18,905,461,Sports,1,208.03,West,208.03
259,2024-07-24,1532,1,Electronics,1,322.16,West,322.16
260,2024-11-22,2676,329,Electronics,5,325.03,North,1625.1499999999999
261,2024-06-02,2845,238,Home,5,198.8,North,994.0
262,2024-08-18,1373,212,Home,1,165.42,South,165.42
263,2024-08-28,2320,50,Electronics,1,480.13,West,480.13
264,2024-02-18,2689,123,Electronics,2,314.37,East,628.74
265,2024-06-27,2721,275,Electronics,1,495.43,South,495.43
266,2024-10-27,1142,279,Electronics,5,147.97,North,739.85
267,2024-04-15,2090,346,Electronics,1,399.26,South,399.26
268,2024-07-01,551,196,Sports,5,119.31,North,596.55
269,2024-09-13,1458,406,Home,4,253.29500000000002,West,1013.1800000000001
270,2024-12-08,57,377,Home,3,264.67,West,794.01
271,2024-09-29,2545,476,Fashion,2,369.76,South,739.52
272,2024-10-02,2878,179,Electronics,5,480.25,East,2401.25
273,2024-09-22,2167,119,Home,4,256.47,West,1025.88
274,2024-04-22,551,127,Electronics,3,286.73,South,860.19
275,2024-08-08,1266,437,Sports,5,218.09,East,1090.45
276,2024-02-21,1039,253,Fashion,5,220.31,South,1101.55
277,2024-05-18,1689,201,Sports,3,407.35,South,1222.0500000000002
278,2024-05-03,1495,269,Fashion,5,240.74,South,1203.7
279,2024-11-20,2264,379,Home,4,127.74,South,510.96
280,2024-09-27,2631,109,Sports,2,380.66,North,761.32
281,2024-07-10,2798,300,Home,2,139.81,East,279.62
282,2024-01-22,2026,193,Sports,4,477.01,West,1908.04
283,2024-06-23,2502,242,Sports,4,78.37,South,313.48
284,2024-05-11,1037,176,Sports,5,207.01,West,1035.05
285,2024-12-10,2120,42,Electronics,1,185.85,West,185.85
286,2024-07-27,877,257,Sports,5,331.53,West,1657.6499999999999
287,2024-02-24,2082,269,Home,3,356.58,West,1069.74
288,2024-03-12,2039,115,Home,3,468.52,South,1405.56
289,2024-01-15,363,77,Fashion,1,228.27,North,228.27
290,2024-07-24,2052,255,Fashion,3,493.47,West,1480.41
291,2024-05-23,188,29,Fashion,3,458.89,West,1376.67
292,2024-11-05,1613,401,Fashion,2,73.73,East,147.46
293,2024-07-31,2231,464,Electronics,4,246.82,West,987.28
294,2024-04-24,2214,51,Electronics,5,253.52,East,1267.6000000000001
295,2024-08-26,1590,385,Fashion,5,270.63,South,1353.15
296,2024-02-14,2045,240,Sports,4,152.6,East,610.4
297,2024-02-07,351,484,Fashion,4,306.75,East,1227.0
298,2024-05-30,2592,373,Home,1,413.97,South,413.97
299,2024-11-28,104,440,Home,1,12.39,South,12.39
300,2024-01-13,1038,81,Sports,1,191.26,South,191.26
301,2024-11-11,2433,84,Electronics,4,55.61,South,222.44
302,2024-08-03,2231,183,Electronics,4,300.58,East,1202.32
303,2024-05-05,1261,133,Sports,1,299.45,East,299.45
304,2024-02-13,1197,230,Fashion,5,224.39,West,1121.9499999999998
305,2024-10-21,1494,371,Home,3,182.2,North,546.5999999999999
306,2024-04-01,2015,131,Sports,3,323.65,North,970.9499999999999
307,2024-04-22,2639,438,Home,5,98.98,North,494.90000000000003
308,2024-09-10,2970,79,Sports,3,465.91,East,1397.73
309,2024-11-21,2491,61,Electronics,1,64.26,East,64.26
310,2024-08-14,2754,155,Sports,5,432.51,South,2162.55
311,2024-06-20,363,72,Sports,1,190.93,North,190.93
312,2024-07-03,2486,73,Home,2,314.25,West,628.5
313,2024-03-14,1615,394,Home,1,467.82,North,467.82
314,2024-11-04,750,183,Fashion,5,98.5,North,492.5
315,2024-03-30,514,241,Electronics,3,349.44,West,1048.32
316,2024-01-28,565,10,Fashion,2,189.81,West,379.62
317,2024-02-13,2865,479,Home,4,169.53,North,678.12
318,2024-01-02,2456,255,Home,4,490.05,East,1960.2
319,2024-12-04,1348,99,Home,1,214.92,South,214.92
320,2024-05-07,924,297,Home,3,451.65,West,1354.9499999999998
321,2024-04-04,920,148,Fashion,5,330.99,North,1654.95
322,2024-12-06,2567,210,Sports,4,75.08,South,300.32
323,2024-01-31,622,326,Fashion,1,116.72,North,116.72
324,2024-12-25,2436,467,Electronics,5,149.06,North,745.3
325,2024-03-05,1775,273,Fashion,5,464.11,East,2320.55
326,2024-05-30,2568,392,Fashion,1,189.95,North,189.95
327,2024-04-08,2924,491,Fashion,5,79.63,West,398.15
328,2024-11-04,2615,210,Fashion,1,290.77,West,290.77
329,2024-05-11,1871,158,Sports,5,174.05,South,870.25
330,2024-03-11,624,279,Home,5,494.2,North,2471.0
331,2024-05-20,21,402,Sports,2,256.57,West,513.14
332,2024-10-22,58,76,Sports,4,457.34,South,1829.36
333,2024-08-18,2628,158,Electronics,4,34.5,East,138.0
334,2024-03-24,1592,44,Sports,3,484.06,West,1452.18
335,2024-08-27,1083,357,Sports,2,110.88,West,221.76
336,2024-06-25,1966,442,Home,3,58.11,East,174.32999999999998
337,2024-11-13,2389,391,Electronics,2,105.9,North,211.8
338,2024-09-26,1592,288,Fashion,3,149.06,North,447.18
339,2024-06-13,1622,47,Electronics,4,405.4,North,1621.6
340,2024-10-06,1180,153,Home,2,15.69,West,31.38
341,2024-05-02,861,421,Electronics,1,347.46,West,347.46
342,2024-09-06,1016,4,Home,4,128.99,West,515.96
343,2024-12-17,1609,246,Fashion,1,259.92,North,259.92
344,2024-02-23,752,438,Fashion,4,306.95,West,1227.8
345,2024-06-18,2223,457,Electronics,2,387.72,West,775.44
346,2024-12-10,2304,74,Fashion,4,321.36,East,1285.44
347,2024-09-03,251,77,Electronics,3,111.52,South,334.56
348,2024-08-09,1489,364,Home,4,347.19,West,1388.76
349,2024-09-01,158,427,Electronics,4,253.29500000000002,North,1013.1800000000001
350,2024-07-23,2029,158,Home,1,190.25,East,190.25
351,2024-12-04,1326,33,Sports,4,433.79,West,1735.16
352,2024-12-28,1251,422,Sports,5,403.31,South,2016.55
353,2024-04-15,2143,192,Electronics,5,77.76,West,388.8
354,2024-02-06,2361,164,Sports,1,184.22,East,184.22
355,2024-04-22,1453,440,Fashion,3,483.0,South,1449.0
356,2024-05-24,790,235,Sports,4,341.6,East,1366.4
357,2024-06-07,2473,198,Fashion,5,381.99,South,1909.95
358,2024-04-25,1690,65,Sports,4,314.09,South,1256.36
359,2024-04-16,2505,250,Electronics,5,50.16,North,250.79999999999998
360,2024-07-31,1223,387,Home,2,407.24,North,814.48
361,2024-10-18,644,76,Fashion,1,339.39,North,339.39
362,2024-12-03,1599,39,Electronics,4,373.04,East,1492.16
363,2024-09-15,948,261,Sports,1,240.78,North,240.78
364,2024-08-01,2583,109,Electronics,2,218.93,South,437.86
365,2024-04-03,975,265,Sports,5,253.29500000000002,East,1266.4750000000001
366,2024-06-13,538,400,Electronics,5,32.0,West,160.0
367,2024-04-19,2556,260,Sports,4,227.88,North,911.52
368,2024-10-29,1199,376,Electronics,1,322.77,South,322.77
369,2024-12-02,459,286,Home,4,339.18,South,1356.72
370,2024-10-10,543,364,Fashion,4,453.7,South,1814.8
371,2024-11-24,2920,471,Home,2,283.47,South,566.94
372,2024-01-29,496,424,Electronics,5,169.63,East,848.15
373,2024-05-10,279,196,Home,2,181.31,West,362.62
374,2024-08-15,977,146,Sports,1,100.72,North,100.72
375,2024-10-19,234,313,Home,3,419.61,South,1258.83
376,2024-08-16,1761,22,Home,2,160.9,South,321.8
377,2024-06-17,1680,264,Electronics,4,349.46,East,1397.84
378,2024-01-19,489,64,Electronics,1,412.85,South,412.85
379,2024-08-13,718,241,Electronics,4,311.05,South,1244.2
380,2024-11-15,1429,320,Fashion,2,423.82,North,847.64
381,2024-02-16,338,32,Fashion,1,155.93,North,155.93
382,2024-12-26,137,6,Electronics,2,383.34,East,766.68
383,2024-08-05,810,91,Home,5,487.65,West,2438.25
384,2024-04-22,1175,228,Home,4,44.75,East,179.0
385,2024-12-23,350,261,Sports,1,254.18,South,254.18
386,2024-01-03,1785,234,Electronics,1,479.5,North,479.5
387,2024-04-08,2835,12,Fashion,1,251.72,South,251.72
388,2024-10-11,946,234,Fashion,1,303.64,East,303.64
389,2024-07-25,2850,394,Home,4,225.93,North,903.72
390,2024-07-22,529,399,Electronics,4,420.31,East,1681.24
391,2024-06-19,2409,186,Home,5,472.64,West,2363.2
392,2024-10-09,2697,270,Electronics,1,497.66,East,497.66
393,2024-08-20,1029,123,Sports,2,374.83,South,749.66
394,2024-02-28,1963,112,Home,3,260.99,South,782.97
395,2024-02-07,2308,149,Electronics,5,251.39,West,1256.9499999999998
396,2024-08-25,2119,166,Sports,2,137.62,West,275.24
397,2024-08-22,2611,390,Fashion,3,31.84,North,95.52
398,2024-09-24,300,490,Fashion,1,484.87,East,484.87
399,2024-01-07,1065,176,Sports,3,374.53,South,1123.59
400,2024-04-06,2557,427,Home,1,429.32,North,429.32
401,2024-05-22,2847,395,Electronics,2,24.59,East,49.18
402,2024-04-10,573,345,Fashion,5,253.29500000000002,North,1266.4750000000001
403,2024-12-09,1852,266,Electronics,4,137.34,East,549.36
404,2024-07-22,286,264,Sports,5,215.69,West,1078.45
405,2024-07-10,2774,433,Home,5,82.62,South,413.1
406,2024-02-02,2716,182,Sports,2,133.57,West,267.14
407,2024-04-20,2160,445,Fashion,2,192.62,East,385.24
408,2024-12-13,2549,164,Fashion,3,162.82,East,488.46
409,2024-06-26,2699,214,Fashion,5,12.76,East,63.8
410,2024-05-08,2786,494,Electronics,2,60.31,West,120.62
411,2024-05-30,59,397,Electronics,2,312.0,South,624.0
412,2024-04-07,772,250,Sports,2,350.56,East,701.12
413,2024-06-13,1391,266,Electronics,3,246.46,South,739.38
414,2024-10-10,310,173,Sports,4,121.91,West,487.64
415,2024-06-05,2821,394,Fashion,3,60.24,North,180.72
416,2024-02-22,2521,17,Sports,4,138.46,East,553.84
417,2024-04-12,2906,126,Sports,1,79.67,East,79.67
418,2024-08-10,402,401,Sports,2,10.36,North,20.72
419,2024-11-02,443,347,Home,4,452.45,West,1809.8
420,2024-10-29,558,104,Home,2,225.72,South,451.44
421,2024-01-08,1974,166,Sports,5,493.2,West,2466.0
422,2024-09-29,1440,377,Sports,4,436.73,North,1746.92
423,2024-08-19,2433,239,Fashion,2,345.2,West,690.4
424,2024-06-06,2652,499,Electronics,3,466.27,East,1398.81
425,2024-09-27,1587,459,Sports,2,176.57,East,353.14
426,2024-12-26,2457,282,Sports,3,448.35,South,1345.0500000000002
427,2024-01-31,2802,68,Fashion,1,271.97,West,271.97
428,2024-05-16,2228,253,Fashion,3,498.58,East,1495.74
429,2024-06-17,342,90,Sports,3,488.23,West,1464.69
430,2024-06-07,1133,357,Electronics,4,11.01,East,44.04
431,2024-08-08,2885,442,Fashion,2,86.19,North,172.38
432,2024-07-11,678,273,Home,4,433.26,North,1733.04
433,2024-08-19,1952,92,Sports,3,339.43,South,1018.29
434,2024-05-20,1026,240,Sports,2,14.41,South,28.82
435,2024-05-25,1778,37,Sports,2,36.0,South,72.0
436,2024-09-07,529,221,Fashion,4,287.51,South,1150.04
437,2024-01-11,469,265,Home,3,322.64,East,967.92
438,2024-01-29,463,378,Sports,3,433.97,South,1301.91
439,2024-12-03,1975,426,Sports,3,213.44,North,640.3199999999999
440,2024-05-13,1221,179,Sports,5,376.82,South,1884.1
441,2024-02-12,118,72,Home,2,282.5,North,565.0
442,2024-03-27,532,378,Fashion,4,142.84,South,571.36
443,2024-11-09,1613,175,Fashion,5,393.77,North,1968.85
444,2024-11-08,134,155,Home,2,50.16,East,100.32
445,2024-03-19,126,334,Electronics,5,87.96,East,439.79999999999995
446,2024-12-09,2830,261,Fashion,4,484.14,North,1936.56
447,2024-07-28,2471,451,Home,1,392.77,East,392.77
448,2024-07-19,2200,134,Electronics,5,52.85,South,264.25
449,2024-10-31,508,341,Sports,4,72.5,West,290.0
450,2024-10-02,1785,26,Electronics,4,114.82,South,459.28
451,2024-06-02,1400,29,Fashion,5,428.77,West,2143.85
452,2024-11-29,1048,495,Fashion,1,407.16,East,407.16
